Name,Group,Institution,Field,Awards,CNS_total,CNS_avg_per_yr,CNS_years_covered,CNS_gap_years,NeuronNatNeuro_total,eLife_total,nonCNS_total,Lab_start_year,First_senior_paper,Career_stage,Count_source,Authorship_measure,Career_reference_year,Lab_age_source,Count_fetched_at,Count_method_version,Researcher_ID,Publication_model,Identity_status,Current_institution,Institution_status,HHMI_status,HHMI_source_status,Topics,Methods,Model_organisms,Model_organism_status,Paper_species_mentions,Contribution_titles,Contribution_keywords,Contribution_status,Active_years_in_window,CNS_per_active_year,Unresolved_papers,Source_URLs,Review_notes,Faculty_appointment_year,Faculty_appointment_status,CNS_2016,CNS_2017,CNS_2018,CNS_2019,CNS_2020,CNS_2021,CNS_2022,CNS_2023,CNS_2024,CNS_2025
E. Josephine Clowney,early-career awardee,University of Michigan,neuroscience (awardee),Pew Biomedical,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,1,8,,2020,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T04:36:54+00:00,3,pi_96112c7034485b1d9f121793fff97099,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Computation and cognition; Learning and memory; Neural circuits and behavior; Sensory systems,Computational modeling; Sequencing and transcriptomics,,unknown,Drosophila,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Cressida Madigan,early-career awardee,"University of California, San Diego",neuroscience (awardee),Pew Biomedical,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1,,2022,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:56:27+00:00,3,pi_7beea14783ed5f8aa210b0f0e4dafbfc,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,Zebrafish,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Alban Ordureau,early-career awardee,Memorial Sloan Kettering Cancer Center,neuroscience (awardee),Pew Biomedical,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,3,,2022,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:56:28+00:00,3,pi_47cf91b42d525e6798a6daa1f480c7b3,unified-papers,unreviewed,,unreviewed roster label,,unknown,Development; Neurodegeneration and aging,Organoids and stem-cell models,,unknown,Human,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Steve Ramirez,early-career awardee,Boston University,neuroscience (awardee),Pew Biomedical,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,1,19,,2018,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:56:30+00:00,3,pi_8cc626784bcd5d1981b4da0ff8b4aba1,unified-papers,unreviewed,,unreviewed roster label,,unknown,Computation and cognition; Development; Glia and neuroimmunology; Learning and memory; Neural circuits and behavior; Sensory systems,Calcium imaging; Imaging and microscopy; Optogenetics,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Kara Marshall,early-career awardee,Baylor College of Medicine,neuroscience (awardee),Pew Biomedical,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2,0,4,,2016,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:56:32+00:00,3,pi_bdd7e51c8830521f8d83a71e5f3d66a1,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Sensory systems,,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Helen Vuong,early-career awardee,University of Minnesota,neuroscience (awardee),Pew Biomedical,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,4,,2022,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:56:33+00:00,3,pi_22d1c99325e759a489ea805507cb413d,unified-papers,unreviewed,,unreviewed roster label,,unknown,Development; Neural circuits and behavior,,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Yerbol Kurmangaliyev,early-career awardee,Brandeis University,neuroscience (awardee),Pew Biomedical,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,2023,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:56:35+00:00,3,pi_b71964a2521850deacab76ae6c4880ab,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,1,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | 1 candidate papers remain unresolved and are not included in totals.",,unknown,0,0,0,0,0,0,0,0,0,0
En Yang,early-career awardee,"University of North Carolina, Chapel Hill",neuroscience (awardee),Pew Biomedical,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,2023,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:56:36+00:00,3,pi_0de12e4888a352f6b6af7a4704fefa2f,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | Excluded 2 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Adrienne A. Boire,early-career awardee,Memorial Sloan Kettering,neuroscience (awardee),Pew Biomedical,2,0.2,2,2016;2017;2018;2019;2021;2022;2023;2024,0,0,18,,2020,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:56:38+00:00,3,pi_1764576086bd53e5a9ebb771641b6ed6,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Learning and memory; Motor systems,MRI and neuroimaging; Sequencing and transcriptomics,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,1,0,0,0,0,1
Seth Shipman,early-career awardee,Gladstone Institutes,neuroscience (awardee),Pew Biomedical,1,0.1,1,2016;2017;2018;2019;2020;2021;2023;2024;2025,0,0,11,,2021,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:56:40+00:00,3,pi_a4442d299425525b903053c2336334de,unified-papers,unreviewed,,unreviewed roster label,,unknown,Computation and cognition; Learning and memory,Computational modeling; Imaging and microscopy,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,1,0,0,0
Sara Prescott,early-career awardee,Massachusetts Institute of Technology,neuroscience (awardee),Pew Biomedical,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:56:42+00:00,3,pi_1a41e42dc7e659eaae829a9393e2e116,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Matthew Bramble,early-career awardee,Children's National Hospital,neuroscience (awardee),Pew Biomedical,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:56:43+00:00,3,pi_c57e8dd68efc55729e105ae09fa92624,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Kwanghun Chung,early-career awardee,Massachusetts Institute of Technology,neuroscience (awardee),NIH DP2,2,0.2,2,2016;2017;2018;2019;2020;2022;2023;2025,0,0,5,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:56:44+00:00,3,pi_60da7d27fd30524f899bbb6c0a9eaa68,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Learning and memory; Neural circuits and behavior; Neurodegeneration and aging,Connectomics; Imaging and microscopy; Sequencing and transcriptomics,,unknown,Human; Mouse; Rat,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,1,0,0,1,0
Joel Kralj,early-career awardee,University of Colorado Boulder,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,1,8,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:56:46+00:00,3,pi_61d01c78e4d35f3baaaf7e7f9fa05c5c,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Learning and memory,Computational modeling; Electrophysiology; Imaging and microscopy,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Bozhi Tian,early-career awardee,University of Chicago,neuroscience (awardee),NIH DP2,4,0.4,3,2016;2017;2018;2020;2021;2022;2023,0,0,49,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:56:48+00:00,3,pi_97e964a47b34539c97fe550158c1af60,unified-papers,unreviewed,,unreviewed roster label,,unknown,,Electrophysiology; Imaging and microscopy; Optogenetics,,unknown,Mouse; Rat,,,not yet curated,,,2,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | 2 candidate papers remain unresolved and are not included in totals.",,unknown,0,0,0,1,0,0,0,0,2,1
Michael Sheehan,early-career awardee,Cornell University,neuroscience (awardee),NIH DP2,1,0.1,1,2016;2017;2018;2019;2020;2021;2022;2023;2024,0,0,28,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:56:50+00:00,3,pi_90d9cb856f7552cba2c666447ccbee4e,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Computation and cognition; Learning and memory; Neural circuits and behavior; Sensory systems,Sequencing and transcriptomics,,unknown,Mouse; Rat,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | Excluded 4 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,1
Neville Sanjana,early-career awardee,New York University,neuroscience (awardee),NIH DP2,3,0.3,3,2016;2017;2018;2019;2021;2024;2025,0,1,24,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:56:53+00:00,3,pi_dd09fcb8a26a5888b9076a162dcf0346,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Computation and cognition; Development; Learning and memory,Organoids and stem-cell models; Sequencing and transcriptomics,,unknown,Human; Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,1,0,1,1,0,0
Zoe Donaldson,early-career awardee,University of Colorado Boulder,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,1,16,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:56:55+00:00,3,pi_658cb33b54245e669172a4a7c3e71cf8,unified-papers,unreviewed,,unreviewed roster label,,unknown,Glia and neuroimmunology; Learning and memory; Neural circuits and behavior,Calcium imaging; Imaging and microscopy; Optogenetics,,unknown,Mouse; Rat,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Lindy McBride,early-career awardee,Princeton University,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:56:57+00:00,3,pi_228e95bf2ca95e29a7b7974e7a993d0e,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Carlos Vargas-Irwin,early-career awardee,Brown University,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:56:59+00:00,3,pi_2c4b301f4a0e51a693cd537286276068,unified-papers,unreviewed,,unreviewed roster label,,unknown,Motor systems; Neural circuits and behavior,,,unknown,Human,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Matthew Kayser,early-career awardee,University of Pennsylvania,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,3,16,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:00+00:00,3,pi_1dd0a51857cb5377aba1edbf168c8571,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Development; Learning and memory; Neural circuits and behavior; Neurodegeneration and aging; Sensory systems; Sleep and circadian rhythms,Imaging and microscopy; Organoids and stem-cell models,,unknown,C. elegans; Drosophila,,,not yet curated,,,1,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | 1 candidate papers remain unresolved and are not included in totals.",,unknown,0,0,0,0,0,0,0,0,0,0
Raju Tomer,early-career awardee,Columbia University,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,4,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:02+00:00,3,pi_26b771be788e5292a220dd1bfd953629,unified-papers,unreviewed,,unreviewed roster label,,unknown,Learning and memory; Neural circuits and behavior,Calcium imaging; Imaging and microscopy; Organoids and stem-cell models,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Medha Pathak,early-career awardee,UC Irvine,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,1,4,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T04:36:56+00:00,3,pi_e4d13fb9858d5b9fa09241637d0b76f8,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Development; Motor systems,Imaging and microscopy; Organoids and stem-cell models,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Michael Tadross,early-career awardee,Duke University,neuroscience (awardee),NIH DP2,1,0.1,1,2016;2018;2019;2020;2021;2022;2023;2024;2025,0,0,3,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:06+00:00,3,pi_2ea9c7dcbb415ef385db05dcc19ce2cf,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Neural circuits and behavior; Neurodegeneration and aging,Electrophysiology; Optogenetics,,unknown,Mouse; Rat,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,1,0,0,0,0,0,0,0,0
Darcie Moore,early-career awardee,University of Wisconsin,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,6,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:07+00:00,3,pi_996f85eeab0e522f8660b10c89dfd300,unified-papers,unreviewed,,unreviewed roster label,,unknown,Development,Imaging and microscopy; Organoids and stem-cell models,,unknown,Human; Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | Excluded 3 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Alexandros Poulopoulos,early-career awardee,University of Maryland,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,9,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:09+00:00,3,pi_aef029f9bc9f57a3bd2eebf5a046abc3,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Development; Glia and neuroimmunology; Learning and memory; Motor systems,Imaging and microscopy; Sequencing and transcriptomics,,unknown,Mouse; Rat,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Talia Lerner,early-career awardee,Northwestern University,neuroscience (awardee),NIH DP2,1,0.1,1,2016;2017;2019;2020;2021;2022;2023;2024;2025,0,0,9,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:12+00:00,3,pi_66916e7aa6f45ce98102aa330b6cb38f,unified-papers,unreviewed,,unreviewed roster label,,unknown,Computation and cognition; Learning and memory; Motor systems; Neural circuits and behavior; Neurodegeneration and aging; Sleep and circadian rhythms,MRI and neuroimaging; Optogenetics,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,1,0,0,0,0,0,0,0
Sarah Kocher,early-career awardee,Princeton University,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,10,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:13+00:00,3,pi_129e17eb637050b6b9b255d154422392,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Development; Learning and memory; Neural circuits and behavior; Sensory systems,Sequencing and transcriptomics,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Andrew Leifer,early-career awardee,Princeton University,neuroscience (awardee),NIH DP2,1,0.1,1,2016;2017;2018;2019;2020;2021;2022;2024;2025,1,4,13,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:15+00:00,3,pi_5955e1c64b5655ee999a033121c42e12,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Computation and cognition; Learning and memory; Motor systems; Neural circuits and behavior; Sensory systems; Sleep and circadian rhythms,Calcium imaging; Computational modeling; Connectomics; Electrophysiology; Imaging and microscopy; MRI and neuroimaging; Optogenetics,,unknown,C. elegans; Drosophila,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,1,0,0
Kevin Beier,early-career awardee,UC Irvine,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T04:36:58+00:00,3,pi_95b552bb90aa54a19ab983744ef9f437,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Lindsay Schwarz,early-career awardee,St. Jude Children's Research Hospital,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,0,2,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T04:36:58+00:00,3,pi_f426a001b14057ac935e783aff2825f8,unified-papers,unreviewed,,unreviewed roster label,,unknown,Learning and memory; Neural circuits and behavior,Calcium imaging; Imaging and microscopy,,unknown,Mouse; Rat,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Hyejung Won,early-career awardee,UNC Chapel Hill,neuroscience (awardee),NIH DP2,2,0.2,2,2016;2017;2018;2019;2020;2021;2022;2024,1,0,10,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:20+00:00,3,pi_b28700342fe05a3f943ea7f82f05f4a1,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Computation and cognition; Development; Neural circuits and behavior,Sequencing and transcriptomics,,unknown,Human,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,1,0,1
Xiaochang Zhang,early-career awardee,University of Chicago,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,0,8,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:22+00:00,3,pi_8f6170ef25fe5c04a3d99b7c3222875c,unified-papers,unreviewed,,unreviewed roster label,,unknown,Development,Organoids and stem-cell models; Sequencing and transcriptomics,,unknown,Human; Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | Excluded 19 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
