Name,Group,Institution,Field,Awards,CNS_total,CNS_avg_per_yr,CNS_years_covered,CNS_gap_years,NeuronNatNeuro_total,eLife_total,nonCNS_total,Lab_start_year,First_senior_paper,Career_stage,Count_source,Authorship_measure,Career_reference_year,Lab_age_source,Count_fetched_at,Count_method_version,Researcher_ID,Publication_model,Identity_status,Current_institution,Institution_status,HHMI_status,HHMI_source_status,Topics,Methods,Model_organisms,Model_organism_status,Paper_species_mentions,Contribution_titles,Contribution_keywords,Contribution_status,Contribution_review_status,Contribution_review_reason,Active_years_in_window,CNS_per_active_year,Unresolved_papers,Source_URLs,Review_notes,Faculty_appointment_year,Faculty_appointment_status,CNS_2016,CNS_2017,CNS_2018,CNS_2019,CNS_2020,CNS_2021,CNS_2022,CNS_2023,CNS_2024,CNS_2025
Thomas C. Südhof,HHMI,Stanford University,Neuroscience (HHMI),,12,1.2,7,2018;2022;2023,9,5,61,,,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:43:31+00:00,3,pi_8f6d72dfa2c9560db0b009534d7fe9c6,unified-papers,unreviewed,,unreviewed roster label,Listed in legacy HHMI cohort,unreviewed,Cellular and molecular neuroscience; Computation and cognition; Development; Glia and neuroimmunology; Learning and memory; Motor systems; Neural circuits and behavior; Neurodegeneration and aging; Sensory systems,Calcium imaging; Computational modeling; Electrophysiology; Imaging and microscopy; Optogenetics; Organoids and stem-cell models; Sequencing and transcriptomics,,unknown,Human; Mouse,Alpha-synuclein promotes presynaptic SNARE-complex assembly; An autism-linked neuroligin-3 mutation increases inhibitory synaptic transmission in mice; Defined transcription factors directly convert fibroblasts into functional neurons,alpha-synuclein; Ascl1; autism model; Brn2; fibroblast conversion; induced neurons; inhibitory synapses; mouse social behavior; Myt1l; neurodegeneration; neuroligin-3; presynaptic terminal; R451C mutation; SNARE complex; synaptobrevin-2,source-backed examples,complete,"Selected full-name Thomas C. Südhof examples from synaptic transmission, autism-linked synaptic mutation, and neuron induction; large consortium/resource and closely related induction follow-ups were not duplicated.",,,2,https://pubmed.ncbi.nlm.nih.gov/17823315/; https://pubmed.ncbi.nlm.nih.gov/20107439/; https://pubmed.ncbi.nlm.nih.gov/20798282/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | 2 candidate papers remain unresolved and are not included in totals.",,unknown,1,3,0,2,1,2,0,0,2,1
Jonathan Kipnis,non-HHMI,Washington University in St. Louis,neuroimmunology (meningeal lymphatics),,12,1.2,4,2016;2017;2018;2019;2020;2023,4,0,22,,,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:43:37+00:00,3,pi_bfa431c08d5558c786b0eb96212afe5d,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Computation and cognition; Glia and neuroimmunology; Learning and memory; Motor systems; Neural circuits and behavior; Neurodegeneration and aging; Sleep and circadian rhythms,Imaging and microscopy; MRI and neuroimaging; Optogenetics,,unknown,Drosophila; Mouse,"Meningeal lymphatic function affects CNS waste clearance, aging, and Alzheimer-model pathology; Skull and vertebral bone marrow supply myeloid cells to meninges and CNS borders; Arachnoid cuff exit points connect dura and brain for fluid and immune-cell exchange",aging cognition; Alzheimer's disease models; arachnoid cuff exit points; bridging veins; cervical lymph nodes; CNS borders; CNS waste clearance; CSF drainage; dura-brain connections; immune trafficking; meningeal lymphatics; meningeal myeloid cells; neuroinflammation; skull bone marrow; vertebral bone marrow,source-backed examples,complete,"Selected full-name Jonathan Kipnis contributions focused on CNS border lymphatics, border-derived immune cells, and anatomical exchange routes.",,,0,https://pubmed.ncbi.nlm.nih.gov/30046111/; https://pubmed.ncbi.nlm.nih.gov/34083447/; https://pubmed.ncbi.nlm.nih.gov/38326613/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,3,2,0,5,2
Sergiu Pașca,non-HHMI,Stanford University,neural organoids,,12,1.2,9,2016,6,0,30,,,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:43:42+00:00,3,pi_b84cfa53805959bfbbf7dda9a04ef375,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Development; Glia and neuroimmunology; Motor systems; Neural circuits and behavior; Sensory systems,Imaging and microscopy; MRI and neuroimaging; Optogenetics; Organoids and stem-cell models; Sequencing and transcriptomics,,unknown,Human; Mouse; Rat,Human cortical spheroids with functional neurons and astrocytes; Assembled human forebrain spheroids modeling interneuron migration; Human astrocyte maturation in cortical spheroids,3D culture; cortical development; cortical spheroids; forebrain assembloids; functional synapses; GABAergic interneurons; glial maturation; human astrocytes; human cortical spheroids; human migration; phagocytic capacity; pluripotent stem cells; single-cell RNA sequencing; Timothy syndrome,source-backed examples,complete,Selected full-name matched human stem-cell neural model papers and avoided a general AAV tool coauthorship as less distinctive for this profile.,,,0,https://pubmed.ncbi.nlm.nih.gov/26005811/; https://pubmed.ncbi.nlm.nih.gov/28445465/; https://pubmed.ncbi.nlm.nih.gov/28817799/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,1,1,1,2,1,1,1,2,2
Hongkui Zeng,non-HHMI,Allen Institute,brain cell atlases,,12,1.2,7,2016;2017;2024,4,0,10,,,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:43:44+00:00,3,pi_50fec6bffd7352d582ce62f5db161fe4,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Computation and cognition; Development; Glia and neuroimmunology; Learning and memory; Motor systems; Neural circuits and behavior; Sensory systems,Connectomics; Electrophysiology; Imaging and microscopy; Optogenetics; Sequencing and transcriptomics,,unknown,Human; Mouse,Allen Mouse Brain mesoscale connectivity atlas; Single-cell taxonomy of adult mouse visual cortex; Whole adult mouse brain transcriptomic and spatial cell atlas,"3D reference space; 49 transcriptomic cell types; 5,322 clusters; Allen Brain Cell Atlas; brain-wide axon projections; Cre-line genetic access; GABAergic and glutamatergic classes; MERFISH spatial transcriptomics; serial two-photon tomography; single-cell RNA sequencing; transcription factor code; whole-brain connectivity matrix",source-backed examples,complete,"Selected distinct primary, source-backed contribution anchors from the assigned evidence with full-name authorship and collaborative attribution.",,,0,https://pubmed.ncbi.nlm.nih.gov/24695228/; https://pubmed.ncbi.nlm.nih.gov/26727548/; https://pubmed.ncbi.nlm.nih.gov/38092916/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,2,1,1,2,1,1,0,4
Joseph R. Ecker,HHMI,Salk Institute for Biological Studies,Neuroscience (HHMI),,10,1.0,7,2019;2022;2024,1,3,28,,,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:42:57+00:00,3,pi_4b1ceab861bc5420b920f56d50f0b043,unified-papers,unreviewed,,unreviewed roster label,Listed in legacy HHMI cohort,unreviewed,Cellular and molecular neuroscience; Computation and cognition; Development; Learning and memory,Imaging and microscopy; Organoids and stem-cell models; Sequencing and transcriptomics,,unknown,Human; Mouse,Single-base Arabidopsis epigenome maps; Base-resolution human DNA methylomes; Integrative reference human epigenomes,Arabidopsis methylome; differentiation; DNA methylome; human embryonic stem cells; methylC-seq; non-CG methylation; reference epigenomes; regulatory elements; Roadmap Epigenomics; small RNAs; trait variants; transcriptome,source-backed examples,complete,"Selected full-name epigenomics resources that span plant, mammalian and consortium-scale regulatory maps.",,,0,https://pubmed.ncbi.nlm.nih.gov/18423832/; https://pubmed.ncbi.nlm.nih.gov/19829295/; https://pubmed.ncbi.nlm.nih.gov/25693563/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,3,1,1,0,1,1,0,2,0,1
Nenad Sestan,non-HHMI,Yale University,brain development/evolution,,10,1.0,6,2016;2020;2023;2024,5,0,14,,,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:43:50+00:00,3,pi_692a86c3e1ce5d62a6cb71b207b37e66,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Computation and cognition; Development; Glia and neuroimmunology; Learning and memory; Motor systems; Neural circuits and behavior; Neurodegeneration and aging,Organoids and stem-cell models; Sequencing and transcriptomics,,unknown,C. elegans; Human; Mouse; Nonhuman primates; Rat,Spatiotemporal transcriptome of developing and adult human brain; Human and macaque brain developmental transcriptomic divergence; Cross-species hippocampal-entorhinal cell taxonomy and adult neurogenesis comparison,adult neurogenesis signatures; co-expression networks; exon-level transcriptome; hippocampal-entorhinal subregions; human macaque pig comparison; perinatal divergence; post-mortem human brain; prefrontal cortex maturation; regional developmental trajectories; rhesus macaque development; single-cell transcriptomics; single-nucleus transcriptomes,source-backed examples,complete,"Selected distinct primary, source-backed contribution anchors from the assigned evidence with full-name authorship and collaborative attribution.",,,0,https://pubmed.ncbi.nlm.nih.gov/22031440/; https://pubmed.ncbi.nlm.nih.gov/30545855/; https://pubmed.ncbi.nlm.nih.gov/34798047/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,2,2,1,0,2,2,0,0,1
Paola Arlotta,non-HHMI,Harvard (FAS),cortical development/organoids,,10,1.0,7,2016;2018;2025,2,1,16,,,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:43:54+00:00,3,pi_5e49ee1b1e405c4faa2c67e9df5d8b55,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Development; Glia and neuroimmunology; Learning and memory; Sensory systems,Imaging and microscopy; Optogenetics; Organoids and stem-cell models; Sequencing and transcriptomics,,unknown,Human; Mouse; Nonhuman primates; Zebrafish,Reproducible cortical cell diversity in human brain organoids; In vivo reprogramming of post-mitotic callosal neurons into corticofugal neurons; Single-axon myelin distribution profiles in neocortical pyramidal neurons,"166,242 single cells; callosal projection neurons; cortical cell diversity; corticofugal identity; developmental trajectories; dorsal forebrain organoids; electron microscopy reconstructions; Fezf2 expression; longitudinal myelin profiles; post-mitotic development window; superficial cortical layers; unmyelinated tracts",source-backed examples,complete,"Selected distinct primary, source-backed contribution anchors from the assigned evidence with full-name authorship and collaborative attribution.",,,0,https://pubmed.ncbi.nlm.nih.gov/23334497/; https://pubmed.ncbi.nlm.nih.gov/24744380/; https://pubmed.ncbi.nlm.nih.gov/31168097/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,1,0,1,2,1,3,1,1,0
Anne Brunet,non-HHMI,Stanford University,aging/neural stem cells,,10,1.0,6,2021;2022;2023;2025,1,3,27,,,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:44:49+00:00,3,pi_92155870fe745d23bf307bbd139c9033,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Development; Glia and neuroimmunology; Learning and memory; Motor systems; Neural circuits and behavior; Neurodegeneration and aging,Computational modeling; Organoids and stem-cell models; Sequencing and transcriptomics,,unknown,C. elegans; Drosophila; Human; Mouse,AMPK-FOXO signaling in dietary-restriction longevity; FoxO3 regulation of adult neural stem-cell pools; T-cell interactions in aged neurogenic niches,adult neural stem cells; AMPK/aak-2; brain aging; C. elegans dietary restriction; FOXO/DAF-16; FoxO3 knockout mice; interferon-gamma; lifespan extension; neural stem-cell proliferation; old neurogenic niches; quiescence program; self-renewal; single-cell RNA sequencing; stress resistance; T cell infiltration,source-backed examples,complete,Full-name PubMed candidates support three distinct aging and neural-stem-cell contribution areas.,,,0,https://pubmed.ncbi.nlm.nih.gov/17900900/; https://pubmed.ncbi.nlm.nih.gov/19896443/; https://pubmed.ncbi.nlm.nih.gov/31270459/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,1,1,1,3,1,0,0,0,3,0
Mark J. Schnitzer,HHMI,Stanford University,Neuroscience (HHMI),,9,0.9,8,2019;2023,1,0,6,,,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:41:31+00:00,3,pi_c0778d973bb35896ba834bf4ae85e5a7,unified-papers,unreviewed,,unreviewed roster label,Listed in legacy HHMI cohort,unreviewed,Cellular and molecular neuroscience; Learning and memory; Motor systems; Neural circuits and behavior; Neurodegeneration and aging; Sensory systems; Sleep and circadian rhythms,Calcium imaging; Electrophysiology; Imaging and microscopy; MRI and neuroimaging; Optogenetics,,unknown,Drosophila; Mouse,Miniaturized integrated fluorescence microscope for behaving animals; Long-term dynamics of CA1 place-cell codes; Cerebellar granule-cell encoding of reward expectation,behaving mice; CA1; calcium imaging; cerebellar granule cells; cerebellar microzones; cognitive cerebellum; fluorescence imaging; freely behaving mice; learning; longitudinal calcium imaging; miniature microscope; place cells; reward expectation; spatial representation; two-photon imaging,source-backed examples,complete,Selected full-name matched examples across miniature imaging technology and discoveries enabled by cellular-scale recordings.,,,0,https://pubmed.ncbi.nlm.nih.gov/21909102/; https://pubmed.ncbi.nlm.nih.gov/23396101/; https://pubmed.ncbi.nlm.nih.gov/28321129/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,1,1,1,0,1,1,2,0,1,1
György Buzsáki,non-HHMI,New York University,hippocampus/oscillations,,9,0.9,7,2018;2020;2023,18,1,51,,,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:43:56+00:00,3,pi_6302cd66af455b7fb24bc3e0a18de6f9,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Computation and cognition; Development; Glia and neuroimmunology; Learning and memory; Motor systems; Neural circuits and behavior; Neurodegeneration and aging; Sensory systems; Sleep and circadian rhythms,Computational modeling; Connectomics; Electrophysiology; Imaging and microscopy; MRI and neuroimaging; Optogenetics,,unknown,Human; Mouse; Rat,Millisecond-timescale organization of hippocampal cell assemblies; Forward and reverse hippocampal place-cell sequences during ripples; Internally generated hippocampal assembly sequences during memory delays,10-30 ms synchrony; cell assembly coding; delay-period assemblies; forward anticipation; hippocampal pyramidal cells; memory task choices; peer activity prediction; place-cell sequences; rat hippocampus; reverse replay; self-generated sequences; sharp-wave ripples,source-backed examples,complete,"Selected distinct primary, source-backed contribution anchors from the assigned evidence with full-name authorship and collaborative attribution.",,,0,https://pubmed.ncbi.nlm.nih.gov/12891358/; https://pubmed.ncbi.nlm.nih.gov/17828259/; https://pubmed.ncbi.nlm.nih.gov/18772431/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,1,1,0,1,0,2,1,0,1,2
Vijay Kuchroo,non-HHMI,Harvard Medical School,neuroscience,,9,0.9,7,2019;2020;2022,0,0,37,,2005,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:46:14+00:00,3,pi_94eadba41a3b50b485bdee8be7bb5b3b,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Development; Glia and neuroimmunology; Learning and memory; Motor systems; Neural circuits and behavior; Neurodegeneration and aging; Sensory systems,Organoids and stem-cell models; Sequencing and transcriptomics,,unknown,Mouse,Defined reciprocal TGF-beta/IL-6 control of TH17 and regulatory T-cell differentiation; Identified galectin-9 as a Tim-3 ligand that restrains TH1 immunity; Showed combined Tim-3 and PD-1 targeting can reverse tumor T-cell exhaustion,anti-tumor immunity; autoimmunity; galectin-9; IL-6; PD-1; peripheral tolerance; regulatory T cells; T-cell exhaustion; TGF-beta; TH1 cells; TH17 cells; Tim-3; tumor-infiltrating lymphocytes,source-backed examples,complete,Selected full-name primary papers on T-helper differentiation and immune checkpoint/exhaustion pathways relevant to neuroimmunology and autoimmunity.,,,0,https://pubmed.ncbi.nlm.nih.gov/16286920/; https://pubmed.ncbi.nlm.nih.gov/16648838/; https://pubmed.ncbi.nlm.nih.gov/20819927/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,1,1,1,0,0,2,0,1,1,2
Nieng Yan,non-HHMI,Princeton University; University of Texas Southwestern Medical Center,neuroscience,,9,0.9,5,2016;2017;2018;2024;2025,0,0,18,,2013,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,ORCID employment (unverified),2026-09-05T03:50:39+00:00,3,pi_51f7b88fbb275e9bb81277bc4fcb5e67,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience,Connectomics; Imaging and microscopy,,unknown,Human,Crystal structure of human GLUT1 glucose transporter; Cryo-EM structure of voltage-gated calcium channel CaV1.1; Human NaV1.7 channel structures with auxiliary subunits and toxins,brain glucose supply; CaV1.1 channel; cryo-EM structure; excitation-contraction coupling; gating modifier toxins; human GLUT1; human NaV1.7; inward-open conformation; major facilitator superfamily; pain target; pore blockers; voltage-sensing domains,source-backed examples,complete,"Selected distinct primary, source-backed contribution anchors from the assigned evidence with full-name authorship and collaborative attribution.",,,10,https://pubmed.ncbi.nlm.nih.gov/24847886/; https://pubmed.ncbi.nlm.nih.gov/27580036/; https://pubmed.ncbi.nlm.nih.gov/30765606/,"ORCID employment is a career proxy, not a verified independent-lab start. | The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | 10 candidate papers remain unresolved and are not included in totals. | Excluded 29 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,3,2,2,1,1,0,0
Charles S. Zuker,HHMI,Columbia University,Neuroscience (HHMI),,8,0.8,7,2016;2017;2023,2,0,2,,,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:41:39+00:00,3,pi_1e40ff5eb79b578294e979392d25f3f7,unified-papers,unreviewed,,unreviewed roster label,Listed in legacy HHMI cohort,unreviewed,Glia and neuroimmunology; Learning and memory; Neural circuits and behavior; Sensory systems,Imaging and microscopy,,unknown,Human; Mouse,"T1R receptor logic for amino-acid, sweet, and umami taste; T2R bitter taste receptors and aversive coding logic; Dedicated cellular substrates for sour and sodium taste",behavioral aversion; bitter taste; dedicated cells; ENaC; labeled cells; PKD2L1; sodium taste; sour taste; sweet taste; T1R1+3; T1R2+3; T2R receptors; taste coding; taste receptor cells; umami taste,source-backed examples,complete,"Selected full-name matched taste-receptor discoveries, grouping related modality-coding papers where appropriate.",,,0,https://pubmed.ncbi.nlm.nih.gov/11894099/; https://pubmed.ncbi.nlm.nih.gov/14636554/; https://pubmed.ncbi.nlm.nih.gov/15759003/; https://pubmed.ncbi.nlm.nih.gov/16929298/; https://pubmed.ncbi.nlm.nih.gov/20107438/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,1,1,1,1,1,0,1,2
Steven McCarroll,HHMI,Harvard Medical School,Neuroscience (HHMI),,8,0.8,5,2017;2019;2021;2022;2023,1,0,8,,,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:42:51+00:00,3,pi_c31a80fff45b5ecab9314f6e35d1fb14,unified-papers,unreviewed,,unreviewed roster label,Listed in legacy HHMI cohort,unreviewed,Cellular and molecular neuroscience; Computation and cognition; Glia and neuroimmunology; Learning and memory; Motor systems; Neurodegeneration and aging,Organoids and stem-cell models; Sequencing and transcriptomics,,unknown,Human; Mouse,"Drop-seq for massively parallel single-cell RNA profiling; ExAC catalogue of protein-coding variation in 60,706 people; Schizophrenia GWAS implicating neuronal and synaptic biology",constraint metrics; Drop-seq; ExAC; fine mapping; GWAS loci; human exomes; nanoliter droplets; protein-truncating variants; retinal cell atlas; schizophrenia genetics; single-cell RNA-seq; synaptic biology,source-backed examples,complete,Selected full-name single-cell and human-genetics resources with clear primary-data contributions.,,,0,https://pubmed.ncbi.nlm.nih.gov/26000488/; https://pubmed.ncbi.nlm.nih.gov/27535533/; https://pubmed.ncbi.nlm.nih.gov/35396580/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,1,0,1,0,4,0,0,0,1,1
Christopher A. Walsh,HHMI,Boston Children's Hospital,Neuroscience (HHMI),,8,0.8,6,2018;2019;2020;2023,6,1,43,,,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:43:05+00:00,3,pi_d2bb704d760d5a2b957f643d42558771,unified-papers,unreviewed,,unreviewed roster label,Listed in legacy HHMI cohort,unreviewed,Cellular and molecular neuroscience; Computation and cognition; Development; Glia and neuroimmunology; Learning and memory; Motor systems; Neural circuits and behavior; Neurodegeneration and aging; Sensory systems,Electrophysiology; Imaging and microscopy; MRI and neuroimaging; Organoids and stem-cell models; Sequencing and transcriptomics,,unknown,Human; Mouse; Zebrafish,β-catenin control of neural precursor proliferation and cortical size; 16p11.2 microdeletion and microduplication associated with autism; Autism genomic architecture from de novo CNVs and sequencing,16p11.2; autism risk loci; autism spectrum disorder; cell-cycle exit; copy-number variation; cortical size; de novo CNVs; developmental delay; neural precursors; rare variants; TADA; β-catenin,source-backed examples,complete,Selected full-name cortical-development and autism-genetics primary papers while avoiding broad psychiatric-genetics consortium records with less specific Walsh contribution evidence.,,,0,https://pubmed.ncbi.nlm.nih.gov/12130776/; https://pubmed.ncbi.nlm.nih.gov/18184952/; https://pubmed.ncbi.nlm.nih.gov/26402605/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Excluded 5 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,2,1,0,0,0,1,1,0,1,2
Oliver Hobert,HHMI,Columbia University,Neuroscience (HHMI),,8,0.8,6,2017;2022;2023;2024,1,9,70,,,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:43:24+00:00,3,pi_75f6d91e26915b4d83a5800003833d1d,unified-papers,unreviewed,,unreviewed roster label,Listed in legacy HHMI cohort,unreviewed,Cellular and molecular neuroscience; Computation and cognition; Development; Learning and memory; Motor systems; Neural circuits and behavior; Sensory systems,Connectomics; Imaging and microscopy; Organoids and stem-cell models; Sequencing and transcriptomics,,unknown,C. elegans; Drosophila; Mouse,The lsy-6 microRNA controls left-right neuronal asymmetry in C. elegans; Functional mapping assigned interneuron classes to C. elegans locomotory behavior; Starvation can induce transgenerational small-RNA inheritance in C. elegans,AIY interneurons; AIZ interneurons; ASE neurons; C. elegans; C. elegans lifespan; chemoreceptor expression; chemosensory signaling; left-right asymmetry; locomotory behavior; lsy-6 microRNA; nutrition genes; RIB interneurons; small RNAs; starvation; transgenerational inheritance,source-backed examples,complete,Selected full-name Oliver Hobert primary research contributions; a review and a no-abstract method candidate were not used.,,,0,https://pubmed.ncbi.nlm.nih.gov/12838583/; https://pubmed.ncbi.nlm.nih.gov/14685240/; https://pubmed.ncbi.nlm.nih.gov/25018105/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,1,0,2,1,2,1,0,0,0,1
