Researcher_ID,Name,Contribution,Category,Year,Keywords,Summary,Attribution,Status,Scope,Source,Source_title,Accessed,Supports,PMID,DOI,Note
pi_27829aa6e73952e1b852175ff1812502,Christine Merlin,Monarch genome resource for migration and clock biology,resource,2011,monarch genome; long-distance migration; circadian clock genes; chemoreceptors; oriented flight,"The monarch butterfly genome provided gene annotations and migration-relevant molecular candidates, including circadian clock components, chemoreceptor expansions, and flight- and defense-related signatures.",Coauthored with Shuai Zhan and colleagues; the primary paper lists Christine Merlin as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/22118469/,The monarch butterfly genome yields insights into long-distance migration.,2026-09-05,The paper supports the monarch genome as a resource for studying migration biology; authorship evidence lists Christine Merlin.,22118469,10.1016/j.cell.2011.09.052,
pi_27829aa6e73952e1b852175ff1812502,Christine Merlin,Reverse genetics and cryptochrome tests in monarch orientation biology,method,2013,monarch butterfly; zinc-finger nucleases; CRISPR Cas9; cryptochrome; magnetosensing,Monarch reverse-genetic studies established heritable targeted mutagenesis for clock genes and later showed CRY1-dependent light-mediated inclination magnetosensing through antennal and eye tissues.,Collaborative contribution; PMID 23009861 lists Christine Merlin as a coauthor on a team led by Christine Merlin and colleagues; PMID 26837953 lists Christine Merlin as a coauthor on a team led by Matthew J Markert and colleagues; PMID 33536422 lists Christine Merlin as a coauthor on a team led by Guijun Wan and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/23009861/,Efficient targeted mutagenesis in the monarch butterfly using zinc-finger nucleases.,2026-09-05,The paper supports efficient ZFN mutagenesis and CRY2 functional tests in monarch butterflies; authorship evidence lists Christine Merlin.,23009861,10.1101/gr.145599.112,Grouped because these papers use monarch genetic tools to test clock and orientation mechanisms.
pi_27829aa6e73952e1b852175ff1812502,Christine Merlin,Reverse genetics and cryptochrome tests in monarch orientation biology,method,2013,monarch butterfly; zinc-finger nucleases; CRISPR Cas9; cryptochrome; magnetosensing,Monarch reverse-genetic studies established heritable targeted mutagenesis for clock genes and later showed CRY1-dependent light-mediated inclination magnetosensing through antennal and eye tissues.,Collaborative contribution; PMID 23009861 lists Christine Merlin as a coauthor on a team led by Christine Merlin and colleagues; PMID 26837953 lists Christine Merlin as a coauthor on a team led by Matthew J Markert and colleagues; PMID 33536422 lists Christine Merlin as a coauthor on a team led by Guijun Wan and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/26837953/,Genomic Access to Monarch Migration Using TALEN and CRISPR/Cas9-Mediated Targeted Mutagenesis.,2026-09-05,The paper supports TALEN and CRISPR/Cas9 mutagenesis methods and CLK functional tests in monarchs; authorship evidence lists Christine Merlin.,26837953,10.1534/g3.116.027029,Grouped because these papers use monarch genetic tools to test clock and orientation mechanisms.
pi_27829aa6e73952e1b852175ff1812502,Christine Merlin,Reverse genetics and cryptochrome tests in monarch orientation biology,method,2013,monarch butterfly; zinc-finger nucleases; CRISPR Cas9; cryptochrome; magnetosensing,Monarch reverse-genetic studies established heritable targeted mutagenesis for clock genes and later showed CRY1-dependent light-mediated inclination magnetosensing through antennal and eye tissues.,Collaborative contribution; PMID 23009861 lists Christine Merlin as a coauthor on a team led by Christine Merlin and colleagues; PMID 26837953 lists Christine Merlin as a coauthor on a team led by Matthew J Markert and colleagues; PMID 33536422 lists Christine Merlin as a coauthor on a team led by Guijun Wan and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/33536422/,Cryptochrome 1 mediates light-dependent inclination magnetosensing in monarch butterflies.,2026-09-05,The paper supports CRY1-dependent light-dependent inclination magnetosensing in monarch butterflies; authorship evidence lists Christine Merlin.,33536422,10.1038/s41467-021-21002-z,Grouped because these papers use monarch genetic tools to test clock and orientation mechanisms.
pi_cc856812221e53e8b4c9eef652e6e704,Kate Meyer,MeRIP-Seq maps mammalian mRNA m6A landscapes,method,2012,MeRIP-Seq; m6A; mRNA methylation; 3 UTRs; brain development,"MeRIP-Seq combined m6A immunoprecipitation with sequencing to map widespread mammalian mRNA methylation, finding enrichment near stop codons and 3-prime UTRs plus developmental regulation in brain.",Coauthored with Kate D Meyer and colleagues; the primary paper lists Kate D Meyer as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/22608085/,Comprehensive analysis of mRNA methylation reveals enrichment in 3' UTRs and near stop codons.,2026-09-05,The paper supports MeRIP-Seq transcriptome-wide m6A mapping and brain-development regulation; authorship evidence lists Kate D Meyer.,22608085,10.1016/j.cell.2012.05.003,
pi_cc856812221e53e8b4c9eef652e6e704,Kate Meyer,5-prime UTR m6A promotes cap-independent translation,discovery,2015,5 UTR m6A; cap-independent translation; eIF3; heat shock; stress response,"The study showed that a 5-prime UTR m6A mark can recruit eIF3 and initiate translation without canonical cap binding, with stress-induced redistribution of m6A increasing this translation mode.",Coauthored with Kate D Meyer and colleagues; the primary paper lists Kate D Meyer as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/26593424/,5' UTR m(6)A Promotes Cap-Independent Translation.,2026-09-05,The paper supports 5-prime UTR m6A-driven cap-independent translation; authorship evidence lists Kate D Meyer.,26593424,10.1016/j.cell.2015.10.012,
pi_cc856812221e53e8b4c9eef652e6e704,Kate Meyer,Fto regulation of dopaminergic midbrain circuitry,discovery,2013,Fto; dopamine neurons; m6A demethylation; D2 receptors; cocaine response,"Conventional and dopamine-neuron-specific Fto knockout mice had altered m6A profiles in dopamine-related transcripts, impaired D2-like receptor autoinhibition, and changed locomotor and reward responses.",Coauthored with Martin E Hess and colleagues; the primary paper lists Kate D Meyer as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/23817550/,The fat mass and obesity associated gene (Fto) regulates activity of the dopaminergic midbrain circuitry.,2026-09-05,The paper supports Fto-dependent mRNA demethylation in dopamine circuitry and related behavioral effects; authorship evidence lists Kate D Meyer.,23817550,10.1038/nn.3449,
pi_d0fb6ac3d134580b904e17256b56a2d1,Wei Xu,mPFC-nucleus reuniens circuit for memory specificity,discovery,2013,nucleus reuniens; fear memory generalization; medial prefrontal cortex; hippocampal routing,"In mice, prefrontal inputs to nucleus reuniens and reuniens projections to hippocampus bidirectionally controlled whether contextual fear memories remained specific or generalized.","Coauthored by Wei Xu with Thomas C. Südhof; the PubMed record lists Wei Xu as an author, and the UT Southwestern profile links him to this Stanford-stage memory work.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/23493706/,A neural circuit for memory specificity and generalization.,2026-09-05,"Supports a mouse circuit finding connecting mPFC, nucleus reuniens and hippocampus to memory specificity/generalization and lists Wei Xu as an author.",23493706,10.1126/science.1229534,
pi_d0fb6ac3d134580b904e17256b56a2d1,Wei Xu,Synaptotagmin-dependent coding schemes in memory circuits,discovery,2012,synaptotagmin-1 knockdown; synchronous transmission; contextual fear memory; prefrontal cortex; hippocampal CA1,Selective disruption of fast synchronous transmission showed that hippocampal and prefrontal fear-memory circuits can rely on different spike-coding schemes for recent memory precision and remote memory expression.,"Coauthored by Wei Xu with Wade Morishita, Paul Buckmaster, Zhiping Pang, Robert Malenka and Thomas C. Südhof; the PubMed record lists Wei Xu as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/22405208/,Distinct neuronal coding schemes in memory revealed by selective erasure of fast synchronous synaptic transmission.,2026-09-05,"Supports the synaptotagmin-1 manipulation, hippocampal/prefrontal memory phenotypes and Wei Xu authorship.",22405208,10.1016/j.neuron.2011.12.036,
pi_d0fb6ac3d134580b904e17256b56a2d1,Wei Xu,Anterograde neural-circuit mapping,tool,2021,neural-circuit mapping; anterograde transneuronal tracing; anatomical connectivity; downstream neuronal labeling,Coauthored research on a neural-circuit tracing platform for mapping downstream neuronal connections. This entry describes its anatomical-mapping purpose without viral-engineering or implementation details.,"Coauthored with Elizabeth Li, Jun Guo, So Jung Oh and colleagues; the PubMed record lists Wei Xu as the senior coauthor at UT Southwestern.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/34824475/,Anterograde transneuronal tracing and genetic control with engineered yellow fever vaccine YFV-17D.,2026-09-05,Supports the bibliographic attribution of an anterograde circuit-mapping research tool and lists Wei Xu as an author.,34824475,10.1038/s41592-021-01319-9,
pi_0cf0a580b8645d3699dcbbd755ac4d96,Andres Bendesky,Betta domestication genome and trait architecture,resource,2022,Betta splendens genome; dmrt1 sex determination; ornamental domestication; fin morphology; color selection,"Genome assembly and population sequencing of wild and domesticated betta linked domestication to hybridization, dmrt1-associated sex determination and modular genetic effects on color and fin traits.","Coauthored with Young Mi Kwon, Nathan Vranken and colleagues; the primary paper lists Andres Bendesky as a coauthor and senior corresponding author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/35263139/,Genomic consequences of domestication of the Siamese fighting fish.,2026-09-05,"Supports the betta genome resource, domestication analyses, dmrt1 finding and Bendesky coauthorship.",35263139,10.1126/sciadv.abm4950,
pi_0cf0a580b8645d3699dcbbd755ac4d96,Andres Bendesky,Adrenal cell type contributing to parental care,discovery,2024,oldfield mouse; AKR1C18 adrenal cells; 20α-hydroxyprogesterone; parental behavior; Peromyscus genetics,Comparative Peromyscus work connected a recently evolved adrenal cell type and its progesterone-derived steroid product to parental behaviors characteristic of monogamous oldfield mice.,"Coauthored with Natalie Niepoth, Jennifer Merritt and colleagues; the primary paper lists Andres Bendesky as a coauthor and senior author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/38750354/,Evolution of a novel adrenal cell type that promotes parental care.,2026-09-05,"Supports the adrenal cell-type evolution, steroid mechanism, parental behavior effect and Bendesky authorship.",38750354,10.1038/s41586-024-07423-y,
pi_0cf0a580b8645d3699dcbbd755ac4d96,Andres Bendesky,CRISPR and transgenesis methods for betta fish,method,2023,betta CRISPR knockout; CRISPR knockin; Tol2 transgenesis; functional genetics; pigmentation loci,"The study optimized CRISPR knockout, CRISPR knockin and Tol2 transgenesis in Betta splendens, enabling functional tests of genes in a behavioral and evolutionary fish model.","Coauthored with Alec Palmiotti, Madison Lichak, Pei-Yin Shih and Young Mi Kwon; the primary paper lists Andres Bendesky as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/37545763/,Genetic manipulation of betta fish.,2026-09-05,Supports optimized genetic manipulation approaches in betta and Bendesky authorship.,37545763,10.3389/fgeed.2023.1167093,
pi_c283083ef69854668670b8c77eb08656,Xin Duan,DISC1 regulation of adult-born hippocampal neuron integration,discovery,2007,DISC1; adult hippocampal neurogenesis; dentate granule cells; neuronal integration; NDEL1,"In adult mouse hippocampus, DISC1 knockdown accelerated newborn granule-cell maturation, altered positioning and excitability, and implicated DISC1-NDEL1 signaling in the timing of circuit integration.","Coauthored with Jay Chang, Shaoyu Ge and colleagues; the primary paper lists Xin Duan as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/17825401/,Disrupted-In-Schizophrenia 1 regulates integration of newly generated neurons in the adult brain.,2026-09-05,Supports the DISC1 adult-neurogenesis mechanism and Xin Duan authorship.,17825401,10.1016/j.cell.2007.07.010,
pi_c283083ef69854668670b8c77eb08656,Xin Duan,Subtype-specific retinal ganglion cell regeneration,discovery,2015,alpha retinal ganglion cells; optic axotomy; osteopontin; mTOR signaling; IGF-1,"After optic nerve injury in mice, α retinal ganglion cells preferentially survived and regenerated, and osteopontin plus IGF-1 promoted axon regeneration in this responsive subtype.","Coauthored with Mu Qiao, Fengfeng Bei, In-Jung Kim, Zhigang He and Joshua Sanes; the primary paper lists Xin Duan as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/25754821/,Subtype-specific regeneration of retinal ganglion cells following axotomy: effects of osteopontin and mTOR signaling.,2026-09-05,"Supports subtype-specific RGC survival/regeneration, osteopontin/IGF-1 effects and Xin Duan authorship.",25754821,10.1016/j.neuron.2015.02.017,
pi_b34363a9e97950a982bab6e9eace9081,Junjie Guo,Expanded mammalian circular RNA annotation,resource,2014,circular RNAs; RNA-seq pipeline; ENCODE datasets; human circRNAs; mouse circRNAs,"A computational pipeline annotated thousands of human and mouse circular RNAs from non-polyadenylated RNA-seq, characterizing abundance, tissue distribution, conservation and lack of ribosome-profiling evidence for translation.","Coauthored with Vikram Agarwal, Huili Guo and David Bartel; the primary paper lists Junjie U. Guo as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/25070500/,Expanded identification and characterization of mammalian circular RNAs.,2026-09-05,"Supports circRNA pipeline development, mammalian annotation and Junjie Guo authorship.",25070500,10.1186/s13059-014-0409-z,
pi_b34363a9e97950a982bab6e9eace9081,Junjie Guo,TET1-linked active DNA demethylation in adult brain,discovery,2011,TET1; 5-hydroxymethylcytosine; active DNA demethylation; dentate gyrus; APOBEC1,"The work connected TET1 oxidation of 5-methylcytosine with base-excision-linked demethylation and implicated Tet1 and Apobec1 in activity-induced, region-specific demethylation in adult mouse dentate gyrus.","Coauthored with Yijing Su, Chun Zhong, Guo-li Ming and Hongjun Song; the primary paper lists Junjie U. Guo as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/21496894/,Hydroxylation of 5-methylcytosine by TET1 promotes active DNA demethylation in the adult brain.,2026-09-05,Supports TET1-mediated demethylation in mammalian cells and adult brain and Junjie Guo authorship.,21496894,10.1016/j.cell.2011.03.022,
pi_b34363a9e97950a982bab6e9eace9081,Junjie Guo,Gadd45b coupling neural activity to adult neurogenesis,discovery,2009,Gadd45b; activity-induced demethylation; adult hippocampus; BDNF promoter; neural progenitors,"In adult hippocampus, neuronal activity induced Gadd45b, which was required for activity-dependent DNA demethylation at growth-factor promoters and for activity-induced progenitor proliferation and newborn-neuron dendritic growth.","Coauthored with Dengke Ma, Mi-Hyeon Jang and colleagues; the primary paper lists Junjie U. Guo as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/19119186/,Neuronal activity-induced Gadd45b promotes epigenetic DNA demethylation and adult neurogenesis.,2026-09-05,Supports Gadd45b-dependent activity-induced epigenetic regulation of adult neurogenesis and Junjie Guo authorship.,19119186,10.1126/science.1166859,
pi_bef740ef33a053fd865fc335f25dca79,Aashish Manglik,Structural mechanism of hepcidin inhibition of ferroportin,discovery,2020,ferroportin; hepcidin binding; iron efflux; cryo-EM; metal-binding sites,"Cryo-EM structures of ferroportin with hepcidin and a metal mimic showed how hepcidin binds an outward-open transporter, occludes the iron efflux path and links binding to disease mutations.","Coauthored with Christian Billesbølle, Caleigh Azumaya and colleagues; the primary paper lists Aashish Manglik as a coauthor and senior author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/32814342/,Structure of hepcidin-bound ferroportin reveals iron homeostatic mechanisms.,2026-09-05,"Supports ferroportin-hepcidin structures, transport inhibition mechanism and Manglik authorship.",32814342,10.1038/s41586-020-2668-z,
pi_bef740ef33a053fd865fc335f25dca79,Aashish Manglik,Membrane sterol mechanism for Smoothened activation,discovery,2019,Smoothened; Hedgehog signaling; cholesterol; active GPCR structure; intracellular nanobody,An active-state mouse Smoothened structure and functional experiments indicated that membrane cholesterol in the transmembrane domain is critical for Hedgehog pathway activation.,"Coauthored with Ishan Deshpande, Jiahao Liang and colleagues; the primary paper lists Aashish Manglik as a coauthor and senior author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/31263273/,Smoothened stimulation by membrane sterols drives Hedgehog pathway activity.,2026-09-05,"Supports active Smoothened structural findings, sterol-dependent signaling mechanism and Manglik authorship.",31263273,10.1038/s41586-019-1355-4,
pi_bef740ef33a053fd865fc335f25dca79,Aashish Manglik,Structural basis of human OR51E2 odorant recognition,discovery,2023,OR51E2; propionate binding; odorant receptor structure; fatty acid selectivity; olfactory GPCR,"The study resolved active human OR51E2 bound to propionate, identifying an occluded odorant pocket and mutations that shift fatty-acid recognition by this olfactory receptor.","Coauthored with Christian Billesbølle, Claire de March and colleagues; the primary paper lists Aashish Manglik as a coauthor and senior author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/36922591/,Structural basis of odorant recognition by a human odorant receptor.,2026-09-05,"Supports OR51E2 odorant-bound structure, binding-pocket mechanism and Manglik authorship.",36922591,10.1038/s41586-023-05798-y,
pi_c406b53c71e85aab88b4ed41035ad77d,Joseph Parker,Cell-type assembly of rove beetle chemical defense,discovery,2021,rove beetle gland; chemical defense; cooperating cell types; benzoquinones; organ novelty,"A rove-beetle defensive gland was deconstructed into cooperating cell types that produce distinct compounds, revealing how hybrid cellular programs and coevolution assembled an adaptive chemical defense organ.","Coauthored with Adrian Brückner, Jean Badroos and colleagues; the primary paper lists Joseph Parker as a coauthor and senior author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/34890552/,Evolutionary assembly of cooperating cell types in an animal chemical defense system.,2026-09-05,Supports the gland cell-type assembly model for chemical defense and Parker authorship.,34890552,10.1016/j.cell.2021.11.014,
pi_c406b53c71e85aab88b4ed41035ad77d,Joseph Parker,Deep-time convergence of army-ant rove beetle symbionts,discovery,2017,army ant symbionts; rove beetles; myrmecoid body form; social parasitism; convergent evolution,"Phylogenetic and morphological analyses showed that ant-mimicking rove beetle symbionts are polyphyletic, indicating repeated evolution of a social-parasitic syndrome over deep timescales.",Coauthored with Munetoshi Maruyama; the primary paper lists Joseph Parker as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/28285995/,Deep-Time Convergence in Rove Beetle Symbionts of Army Ants.,2026-09-05,Supports convergent evolution of myrmecoid rove beetle social parasites and Parker authorship.,28285995,10.1016/j.cub.2017.02.030,
pi_c406b53c71e85aab88b4ed41035ad77d,Joseph Parker,EGFR ligand control of Drosophila compartment size,discovery,2006,Drosophila segments; posterior compartment; Spitz EGFR signaling; cell enlargement; compartment size control,"In Drosophila embryonic segments, EGFR signaling from neighboring anterior cells was linked to posterior compartment size through effects on cell enlargement and survival.",Coauthored by Joseph Parker; the primary paper lists Joseph Parker as the author.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/17055987/,Control of compartment size by an EGF ligand from neighboring cells.,2026-09-05,Supports the Drosophila EGFR compartment-size mechanism and Parker authorship.,17055987,10.1016/j.cub.2006.08.092,
pi_f1c8744c355059378b6ca7bc65d0fa2e,Celine Riera,TRPV1-CGRP sensory signaling in longevity and metabolism,discovery,2014,TRPV1 pain receptors; CGRP; insulin secretion; metabolic health; mouse longevity,"Mouse TRPV1 loss altered sensory-neuron CRTC1/CGRP signaling to pancreatic islets, improving insulin secretion, late-life metabolic profiles and longevity-related measures.","Coauthored with Mark Huising, Patricia Follett and colleagues; the primary paper lists Céline E. Riera as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/24855942/,TRPV1 pain receptors regulate longevity and metabolism by neuropeptide signaling.,2026-09-05,Supports the TRPV1-CGRP metabolic/longevity finding and Riera authorship.,24855942,10.1016/j.cell.2014.03.051,
pi_f1c8744c355059378b6ca7bc65d0fa2e,Celine Riera,Olfactory input control of obesity and energy balance,discovery,2017,olfactory sensory neurons; diet-induced obesity; brown fat thermogenesis; sympathetic activity; IGF1 receptor,"Conditional loss of mature olfactory sensory neurons in mice reduced diet-induced obesity and increased adipose thermogenesis, whereas enhanced olfactory performance promoted adiposity and insulin resistance.","Coauthored with Eva Tsaousidou, Jonathan Halloran and colleagues; the primary paper lists Celine E. Riera as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/28683287/,The Sense of Smell Impacts Metabolic Health and Obesity.,2026-09-05,Supports olfactory control of metabolic state and Riera authorship.,28683287,10.1016/j.cmet.2017.06.015,
pi_f1c8744c355059378b6ca7bc65d0fa2e,Celine Riera,Lipid-linked mitochondrial-to-cytosolic stress communication,discovery,2016,mitochondrial stress; lipid homeostasis; cytosolic folding; UPR communication; cellular proteostasis,"The study identified lipid-homeostasis changes as a conserved link between mitochondrial protein stress and the cytosolic folding environment, coordinating compartmental stress responses.","Coauthored with Hyun-Eui Kim, Ana Rodrigues Grant and colleagues; the primary paper lists Celine E. Riera as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/27610574/,Lipid Biosynthesis Coordinates a Mitochondrial-to-Cytosolic Stress Response.,2026-09-05,Supports lipid biosynthesis as a mediator of mitochondrial-to-cytosolic stress signaling and Riera authorship.,27610574,10.1016/j.cell.2016.08.027,
pi_ee00c4318e0b5bbaa2aed2683df7e022,Simon Sponberg,Sensory-conflict framework for hawkmoth flight control,method,2016,Manduca sexta; sensory conflict; mechanosensory cues; visual tracking; multisensory flight,"A robotically actuated flower assay separated visual and mechanosensory cues during hawkmoth hovering, enabling quantitative modeling of each pathway in a naturalistic flight behavior.","Coauthored with Eatai Roth, Robert Hall and Thomas Daniel; the primary paper lists Simon Sponberg as a coauthor and senior author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/27791056/,Integration of parallel mechanosensory and visual pathways resolved through sensory conflict.,2026-09-05,"Supports the sensory-conflict assay, multisensory flight-control conclusions and Sponberg authorship.",27791056,10.1073/pnas.1522419113,
pi_ee00c4318e0b5bbaa2aed2683df7e022,Simon Sponberg,Spike-timing coordination across a flight motor program,discovery,2019,Manduca sexta; flight motor program; millisecond spike timing; wing muscles; turning behavior,"Simultaneous recordings across major hawkmoth wing muscles showed that precise spike timing is widespread, consistent across the motor program and informative for flight forces.",Coauthored with Joy Ortega and Rachel Conn; the primary paper lists Simon Sponberg as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/31843904/,"Precise timing is ubiquitous, consistent, and coordinated across a comprehensive, spike-resolved flight motor program.",2026-09-05,Supports spike-resolved motor-program timing findings and Sponberg authorship.,31843904,10.1073/pnas.1907513116,
pi_ee00c4318e0b5bbaa2aed2683df7e022,Simon Sponberg,Evolutionary and robophysical bridge between insect flight modes,discovery,2023,synchronous flight; asynchronous actuation; stretch activation; robophysics; insect flight evolution,"Comparative, physiological and robotic analyses linked synchronous and asynchronous insect flight modes, suggesting how repeated transitions can arise from changes in muscle and mechanical feedback.","Coauthored with Jeff Gau, James Lynch and colleagues; the primary paper lists Simon Sponberg as a coauthor and senior author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/37794191/,"Bridging two insect flight modes in evolution, physiology and robophysics.",2026-09-05,"Supports the cross-species, physiological and robophysical account of insect flight modes and Sponberg authorship.",37794191,10.1038/s41586-023-06606-3,
pi_325cd5eccabf513aa336436af37d4afc,Hongdian Yang,"Locus coeruleus, S1 cortex and pupil dissociation during touch",discovery,2021,locus coeruleus; S1 cortex; pupil diameter; tactile detection; mouse behavior,"In mice performing tactile detection, locus-coeruleus spiking preceded S1 depolarization and pupil dilation, while S1-pupil relationships varied, limiting pupil diameter as a stationary LC proxy.","Coauthored with Bilal Bari, Jeremiah Cohen and Daniel O’Connor; the PubMed record lists Hongdian Yang as first author with UC Riverside affiliation.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/33721552/,Locus coeruleus spiking differently correlates with S1 cortex activity and pupil diameter in a tactile detection task.,2026-09-05,Supports LC-S1-pupil timing relationships in tactile detection and Hongdian Yang authorship.,33721552,10.7554/eLife.64327,
pi_325cd5eccabf513aa336436af37d4afc,Hongdian Yang,Phase-synchrony variability in neuronal avalanche networks,discovery,2012,neuronal avalanches; phase synchrony; cortical networks; excitation-inhibition balance; rat cortex cultures,Cortical network recordings and modeling linked neuronal avalanche conditions to maximal phase-synchrony variability across excitation-inhibition regimes.,"Coauthored with Woodrow Shew, Rajarshi Roy and Dietmar Plenz; the PubMed record lists Hongdian Yang as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/22262904/,Maximal variability of phase synchrony in cortical networks with neuronal avalanches.,2026-09-05,Supports phase-synchrony variability in cortical networks with neuronal avalanches and Hongdian Yang authorship.,22262904,10.1523/JNEUROSCI.2771-11.2012,
pi_325cd5eccabf513aa336436af37d4afc,Hongdian Yang,Neuronal avalanches and dynamic range at criticality,discovery,2009,neuronal avalanches; criticality; dynamic range; cortical networks; input processing,Experiments and theory tested whether cortical networks exhibiting neuronal avalanches operate near criticality with enhanced input-processing dynamic range.,"Coauthored with Woodrow Shew, Thomas Petermann, Rajarshi Roy and Dietmar Plenz; the PubMed record lists Hongdian Yang as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/20007483/,Neuronal avalanches imply maximum dynamic range in cortical networks at criticality.,2026-09-05,"Supports the relationship between neuronal avalanches, criticality and dynamic range and Hongdian Yang authorship.",20007483,10.1523/JNEUROSCI.3864-09.2009,
pi_15df8530b3045231aaa03f0c40b7ce1b,Erica Korb,Brd4-dependent neuronal transcription in learning and memory,discovery,2015,Brd4; BET inhibition; neuronal transcription; memory deficits; synaptic proteins,"Loss of Brd4 function or BET inhibition altered neuronal transcriptional programs, affected synaptic proteins and impaired memory-related behavior in mice while changing seizure susceptibility.","Coauthored with Margo Herre, Ilana Zucker-Scharff, Robert Darnell and C. David Allis; the primary paper lists Erica Korb as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/26301327/,BET protein Brd4 activates transcription in neurons and BET inhibitor Jq1 blocks memory in mice.,2026-09-05,Supports Brd4 function in neuronal transcription and memory-related phenotypes and Korb authorship.,26301327,10.1038/nn.4095,
pi_15df8530b3045231aaa03f0c40b7ce1b,Erica Korb,Nuclear Arc control of GluA1 transcription and homeostatic plasticity,discovery,2013,Arc nuclear localization; PML nuclear bodies; GluA1 transcription; homeostatic plasticity; synaptic strength,"The study showed that activity-regulated Arc enters the nucleus, promotes PML nuclear bodies, reduces GluA1 transcription and regulates homeostatic synaptic plasticity.","Coauthored with Carol Wilkinson, Ryan Delgado, Kathryn Lovero and Steven Finkbeiner; the primary paper lists Erica Korb as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/23749147/,Arc in the nucleus regulates PML-dependent GluA1 transcription and homeostatic plasticity.,2026-09-05,"Supports nuclear Arc regulation of PML, GluA1 transcription and homeostatic plasticity and Korb authorship.",23749147,10.1038/nn.3429,
pi_15df8530b3045231aaa03f0c40b7ce1b,Erica Korb,TDP-43 mislocalization toxicity in neurons,discovery,2010,TDP-43; ALS mutation; cytoplasmic mislocalization; primary cortical neurons; neurodegeneration,A neuronal model of TDP-43 proteinopathy linked familial ALS-associated mutation and cytoplasmic mislocalization to enhanced toxicity in primary rat cortical neurons.,"Coauthored with Sami Barmada, Gaia Skibinski and colleagues; the primary paper lists Erica Korb as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/20071528/,Cytoplasmic mislocalization of TDP-43 is toxic to neurons and enhanced by a mutation associated with familial amyotrophic lateral sclerosis.,2026-09-05,Supports TDP-43 neuronal toxicity findings and Korb authorship.,20071528,10.1523/jneurosci.4988-09.2010,
pi_e88daa53738c5804a0ef4a52973f08a2,Elias Issa,Recurrent ventral-stream processing in object recognition,discovery,2019,ventral visual stream; inferior temporal cortex; recurrent circuits; challenge images; deep CNNs,"Behavior, electrophysiology and model comparisons showed that difficult object-recognition images recruit later IT response patterns poorly captured by feedforward deep CNN activations.","Coauthored with Kohitij Kar, Jonas Kubilius, Kailyn Schmidt and James DiCarlo; the primary paper lists Elias B. Issa as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/31036945/,Evidence that recurrent circuits are critical to the ventral stream's execution of core object recognition behavior.,2026-09-05,Supports recurrence-dependent object-recognition evidence and Issa authorship.,31036945,10.1038/s41593-019-0392-5,
